Zyklusnummer;Charge;Düsentemperatur;Werkzeugtemperatur;Einspritzgeschwindigkeit;Umschaltpunkt;Nachdruckhöhe;Nachdruckzeit;Staudruck;Kühlzeit;Gewicht;OK/N.i.O.;Durchmesser_innen;Durchmesser_außen;Stegbreite_Gelenk;Breite_Lasche;Rundheit_außen;Datum;Messzeit
2155;212;260;50;16;14;600;5;75;15;8,003;---;27,496;45,997;5,215;4,755;0,253;08.10.2021;10:21:20
2156;212;260;50;16;14;600;5;75;15;8,005;---;27,455;45,964;5,238;4,76;0,23;08.10.2021;10:22:02
2157;212;260;50;16;14;600;5;75;15;8,003;---;27,431;45,985;5,214;4,764;0,258;08.10.2021;10:22:31
2158;212;260;50;16;14;600;5;75;15;7,999;---;27,403;45,997;5,189;4,748;0,181;08.10.2021;10:23:06
2159;212;260;50;16;14;600;5;75;15;8,002;---;27,386;45,96;5,18;4,743;0,178;08.10.2021;10:23:51
2160;212;260;50;16;14;600;5;75;15;8,003;---;27,413;45,993;5,185;4,767;0,203;08.10.2021;10:24:17
2161;212;260;50;16;14;600;5;75;15;8,001;---;27,415;45,977;5,195;4,736;0,164;08.10.2021;10:24:53
2162;212;260;50;16;14;600;5;75;15;7,998;---;27,411;45,898;5,195;4,745;0,339;08.10.2021;10:25:37
2163;213;260;50;48;13;500;5;25;15;8,012;---;27,643;46,073;5,135;2,801;0,249;08.10.2021;10:27:44
2164;213;260;50;48;13;500;5;25;15;8,012;---;27,629;46,058;5,188;4,635;0,219;08.10.2021;10:28:21
2165;213;260;50;48;13;500;5;25;15;8,012;---;27,829;46,057;5,292;4,668;0,222;08.10.2021;10:28:56
2166;213;260;50;48;13;500;5;25;15;8,009;---;27,832;46,072;5,286;4,679;0,222;08.10.2021;10:29:31
2167;213;260;50;48;13;500;5;25;15;8,007;---;27,837;46,073;5,293;4,678;0,262;08.10.2021;10:30:07
2168;213;260;50;48;13;500;5;25;15;8,008;---;27,805;46,076;5,309;4,681;0,273;08.10.2021;10:30:41
2169;213;260;50;48;13;500;5;25;15;8,004;---;27,798;46,091;5,322;4,68;0,194;08.10.2021;10:31:15
2170;213;260;50;48;13;500;5;25;15;8,006;---;27,788;46,071;5,331;4,683;0,221;08.10.2021;10:31:50
2171;213;260;50;48;13;500;5;25;15;8,008;---;27,782;46,062;5,354;4,684;0,21;08.10.2021;10:32:26
2172;213;260;50;48;13;500;5;25;15;8,007;---;27,774;46,063;5,348;4,679;0,215;08.10.2021;10:33:00
2173;214;260;50;16;13;500;5;75;20;8,028;Fehler;27,789;46,084;5,294;;0,169;08.10.2021;10:35:54
2174;214;260;50;16;13;500;5;75;20;8,039;---;27,723;46,003;5,325;4,927;0,256;08.10.2021;10:36:56
2175;214;260;50;16;13;500;5;75;20;8,039;---;27,767;46,047;5,414;4,943;0,204;08.10.2021;10:37:15
2176;214;260;50;16;13;500;5;75;20;8,034;---;27,748;46,022;5,381;4,937;0,119;08.10.2021;10:37:58
2177;214;260;50;16;13;500;5;75;20;8,032;---;27,734;46,039;5,383;4,936;0,151;08.10.2021;10:38:36
2178;214;260;50;16;13;500;5;75;20;8,033;---;27,727;46,033;5,39;4,917;0,136;08.10.2021;10:39:16
2179;214;260;50;16;13;500;5;75;20;8,032;---;27,729;46,036;5,393;4,946;0,223;08.10.2021;10:39:58
2180;214;260;50;16;13;500;5;75;20;8,031;---;27,7;45,988;5,391;4,903;0,234;08.10.2021;10:40:46
2181;214;260;50;16;13;500;5;75;20;8,031;---;27,687;45,989;5,395;4,867;0,177;08.10.2021;10:41:31
2182;214;260;50;16;13;500;5;75;20;8,03;---;27,702;45,957;5,382;4,935;0,212;08.10.2021;10:42:10
2183;215;260;50;48;14;600;3;25;15;7,995;---;27,687;46,023;5,316;4,555;0,186;08.10.2021;12:41:17
2184;215;260;50;48;14;600;3;25;15;7,979;---;27,586;46;5,317;4,688;0,196;08.10.2021;12:41:52
2185;215;260;50;48;14;600;3;25;15;7,981;---;27,578;46,003;5,298;4,772;0,239;08.10.2021;12:42:23
2186;215;260;50;48;14;600;3;25;15;7,981;---;27,552;46,008;5,291;4,667;0,234;08.10.2021;12:42:56
2187;215;260;50;48;14;600;3;25;15;7,984;---;27,553;46,001;5,279;4,655;0,151;08.10.2021;12:43:30
2188;215;260;50;48;14;600;3;25;15;7,984;---;27,544;45,987;5,287;4,657;0,153;08.10.2021;12:44:04
2189;215;260;50;48;14;600;3;25;15;7,987;---;27,541;45,984;5,294;4,669;0,158;08.10.2021;12:44:40
2190;215;260;50;48;14;600;3;25;15;7,985;---;27,544;45,976;5,293;4,646;0,204;08.10.2021;12:45:14
2191;215;260;50;48;14;600;3;25;15;7,985;---;27,535;45,975;5,302;4,65;0,243;08.10.2021;12:45:50
2192;215;260;50;48;14;600;3;25;15;7,983;---;27,543;45,862;5,297;4,65;0,266;08.10.2021;12:46:31
2193;216;260;50;16;13;500;3;75;20;8,06;---;27,804;46,065;5,194;4,818;0,168;08.10.2021;12:53:43
2194;216;260;50;16;13;500;3;75;20;8,041;---;27,801;46,064;5,311;4,838;0,181;08.10.2021;12:54:24
2195;216;260;50;16;13;500;3;75;20;8,039;---;27,804;46,051;5,364;4,879;0,149;08.10.2021;12:55:01
2196;216;260;50;16;13;500;3;75;20;8,039;---;27,787;46,042;5,389;4,942;0,165;08.10.2021;12:55:40
2197;216;260;50;16;13;500;3;75;20;8,034;---;27,754;46,03;5,399;4,928;0,133;08.10.2021;12:56:19
2198;216;260;50;16;13;500;3;75;20;8,034;---;27,734;46,025;5,399;4,926;0,155;08.10.2021;12:57:04
2199;216;260;50;16;13;500;3;75;20;8,031;---;27,735;46,035;5,387;4,914;0,116;08.10.2021;12:57:36
2200;216;260;50;16;13;500;3;75;20;8,031;---;27,724;46,035;5,385;4,9;0,142;08.10.2021;12:58:15
2201;216;260;50;16;13;500;3;75;20;8,032;---;27,717;46,022;5,388;4,907;0,169;08.10.2021;12:59:00
2202;216;260;50;16;13;500;3;75;20;8,03;---;27,695;45,97;5,392;4,903;0,279;08.10.2021;12:59:38
2203;217;260;50;16;13;500;3;25;15;8,013;Fehler;27,715;46,053;5,197;;0,22;08.10.2021;13:02:00
2204;217;260;50;16;13;500;3;25;15;8,043;---;27,767;46,048;5,174;4,903;0,142;08.10.2021;13:02:31
2205;217;260;50;16;13;500;3;25;15;8,035;---;27,772;46,041;5,285;4,911;0,215;08.10.2021;13:03:07
2206;217;260;50;16;13;500;3;25;15;8,03;---;27,779;46,027;5,307;4,913;0,218;08.10.2021;13:03:41
2207;217;260;50;16;13;500;3;25;15;8,031;---;27,751;46,029;5,344;4,931;0,096;08.10.2021;13:04:13
2208;217;260;50;16;13;500;3;25;15;8,029;---;27,719;46,001;5,381;4,918;0,209;08.10.2021;13:04:54
2209;217;260;50;16;13;500;3;25;15;8,026;---;27,717;46,009;5,396;4,921;0,175;08.10.2021;13:05:25
2210;217;260;50;16;13;500;3;25;15;8,028;---;27,725;46,024;5,388;4,917;0,166;08.10.2021;13:05:54
2211;217;260;50;16;13;500;3;25;15;8,03;---;27,71;46,025;5,381;4,913;0,163;08.10.2021;13:06:29
2212;217;260;50;16;13;500;3;25;15;8,026;---;27,692;45,961;5,379;4,922;0,193;08.10.2021;13:07:09
2213;218;260;50;48;13;500;5;75;20;8,023;---;27,601;46,06;5,2;4,68;0,209;08.10.2021;13:10:28
2214;218;260;50;48;13;500;5;75;20;8,023;---;27,614;46,016;5,2;4,679;0,182;08.10.2021;13:10:43
2215;218;260;50;48;13;500;5;75;20;8,017;---;27,872;46,092;5,29;4,691;0,181;08.10.2021;13:11:47
2216;218;260;50;48;13;500;5;75;20;8,02;---;27,85;46,062;5,297;4,689;0,317;08.10.2021;13:12:01
2217;218;260;50;48;13;500;5;75;20;8,02;---;27,843;46,102;5,3;4,694;0,265;08.10.2021;13:12:28
2218;218;260;50;48;13;500;5;75;20;8,02;---;27,817;46,083;5,326;4,688;0,188;08.10.2021;13:13:48
2219;218;260;50;48;13;500;5;75;20;8,017;---;27,806;46,078;5,331;4,685;0,211;08.10.2021;13:14:30
2220;218;260;50;48;13;500;5;75;20;8,015;---;27,806;46,077;5,338;4,679;0,22;08.10.2021;13:15:12
2221;218;260;50;48;13;500;5;75;20;8,017;---;27,795;46,102;5,355;4,686;0,204;08.10.2021;13:15:48
2222;218;260;50;48;13;500;5;75;20;8,015;---;27,783;46,049;5,348;4,684;0,405;08.10.2021;13:16:02
2223;219;260;50;16;14;500;3;75;20;8,031;---;27,557;46,004;5,215;4,638;0,253;08.10.2021;13:20:13
2224;219;260;50;16;14;500;3;75;20;8,014;---;27,519;46,001;5,34;4,698;0,224;08.10.2021;13:20:53
2225;219;260;50;16;14;500;3;75;20;8,011;---;27,534;46,011;5,316;4,774;0,124;08.10.2021;13:21:31
2226;219;260;50;16;14;500;3;75;20;8,011;---;27,504;45,989;5,259;4,78;0,191;08.10.2021;13:22:09
2227;219;260;50;16;14;500;3;75;20;8,01;---;27,47;46;5,235;4,778;0,182;08.10.2021;13:22:48
2228;219;260;50;16;14;500;3;75;20;8,007;---;27,452;45,991;5,215;4,776;0,196;08.10.2021;13:23:28
2229;219;260;50;16;14;500;3;75;20;8,005;---;27,451;45,986;5,223;4,759;0,182;08.10.2021;13:24:07
2230;219;260;50;16;14;500;3;75;20;8,006;---;27,456;45,975;5,235;4,774;0,198;08.10.2021;13:24:44
2231;219;260;50;16;14;500;3;75;20;8,005;---;27,453;45,991;5,223;4,775;0,183;08.10.2021;13:25:23
2232;219;260;50;16;14;500;3;75;20;8,007;---;27,457;46,045;5,226;4,772;0,171;08.10.2021;13:25:59
2233;220;260;50;16;13;600;5;75;15;8,042;Fehler;27,754;46,048;5,221;;0,165;08.10.2021;13:28:29
2234;220;260;50;16;13;600;5;75;15;8,048;---;27,76;46,048;5,337;4,875;0,187;08.10.2021;13:29:06
2235;220;260;50;16;13;600;5;75;15;8,047;---;27,795;46,046;5,361;4,938;0,185;08.10.2021;13:29:42
2236;220;260;50;16;13;600;5;75;15;8,04;---;27,762;46,001;5,387;4,942;0,209;08.10.2021;13:30:29
2237;220;260;50;16;13;600;5;75;15;8,035;---;27,733;46,026;5,378;4,917;0,186;08.10.2021;13:30:55
2238;220;260;50;16;13;600;5;75;15;8,035;---;27,732;46,022;5,376;4,91;0,203;08.10.2021;13:31:33
2239;220;260;50;16;13;600;5;75;15;8,032;---;27,723;46,029;5,392;4,904;0,18;08.10.2021;13:32:03
2240;220;260;50;16;13;600;5;75;15;8,03;---;27,717;46,023;5,382;4,893;0,124;08.10.2021;13:32:38
2241;220;260;50;16;13;600;5;75;15;8,033;---;27,708;46,026;5,394;4,891;0,169;08.10.2021;13:33:15
2242;220;260;50;16;13;600;5;75;15;8,035;---;27,698;45,964;5,401;4,921;0,217;08.10.2021;13:34:02
2243;221;260;50;16;13;500;3;25;20;8,039;---;27,762;46,038;5,214;2,373;0,275;08.10.2021;13:36:17
2244;221;260;50;16;13;500;3;25;20;8,048;---;27,704;46,079;5,139;4,888;0,139;08.10.2021;13:36:52
2245;221;260;50;16;13;500;3;25;20;8,043;---;27,791;46,066;5,235;4,924;0,143;08.10.2021;13:37:30
2246;221;260;50;16;13;500;3;25;20;8,041;---;27,802;46,017;5,314;4,932;0,24;08.10.2021;13:38:15
2247;221;260;50;16;13;500;3;25;20;8,037;---;27,776;46,036;5,387;4,947;0,23;08.10.2021;13:38:54
2248;221;260;50;16;13;500;3;25;20;8,034;---;27,757;46,054;5,354;4,95;0,235;08.10.2021;13:39:27
2249;221;260;50;16;13;500;3;25;20;8,033;---;27,741;46,039;5,377;4,932;0,201;08.10.2021;13:40:07
2250;221;260;50;16;13;500;3;25;20;8,033;---;27,738;46,049;5,393;4,928;0,135;08.10.2021;13:40:43
2251;221;260;50;16;13;500;3;25;20;8,031;---;27,732;46,034;5,402;4,917;0,146;08.10.2021;13:41:23
2252;221;260;50;16;13;500;3;25;20;8,031;---;27,716;46,041;5,378;4,906;0,151;08.10.2021;13:42:06
2253;222;260;50;48;13;500;3;25;20;8,013;---;27,599;46,067;5,113;2,501;0,185;08.10.2021;13:44:11
2254;222;260;50;48;13;500;3;25;20;8,021;---;27,617;46,074;5,222;4,665;0,167;08.10.2021;13:44:49
2255;222;260;50;48;13;500;3;25;20;8,018;---;27,847;46,09;5,325;4,692;0,2;08.10.2021;13:45:27
2256;222;260;50;48;13;500;3;25;20;8,017;---;27,847;46,092;5,33;4,696;0,188;08.10.2021;13:46:09
2257;222;260;50;48;13;500;3;25;20;8,018;---;27,831;46,097;5,297;4,681;0,212;08.10.2021;13:46:43
2258;222;260;50;48;13;500;3;25;20;8,013;---;27,806;46,089;5,307;4,684;0,208;08.10.2021;13:47:22
2259;222;260;50;48;13;500;3;25;20;8,013;---;27,803;46,081;5,324;4,679;0,196;08.10.2021;13:48:01
2260;222;260;50;48;13;500;3;25;20;8,013;---;27,802;46,08;5,345;4,675;0,206;08.10.2021;13:48:36
2261;222;260;50;48;13;500;3;25;20;8,014;---;27,799;46,07;5,348;4,678;0,267;08.10.2021;13:49:19
2262;222;260;50;48;13;500;3;25;20;8,014;---;27,802;46,111;5,353;4,686;0,204;08.10.2021;13:49:52
2263;223;260;50;16;13;600;3;25;15;8,033;Fehler;27,705;46,038;5,214;;0,231;08.10.2021;13:52:19
2264;223;260;50;16;13;600;3;25;15;8,043;---;27,789;46,049;5,189;4,91;0,135;08.10.2021;13:52:51
2265;223;260;50;16;13;600;3;25;15;8,043;---;27,804;46,04;5,266;4,931;0,264;08.10.2021;13:53:26
2266;223;260;50;16;13;600;3;25;15;8,038;---;27,777;46,035;5,289;4,94;0,134;08.10.2021;13:53:59
2267;223;260;50;16;13;600;3;25;15;8,032;---;27,735;46,042;5,344;4,933;0,235;08.10.2021;13:54:32
2268;223;260;50;16;13;600;3;25;15;8,034;---;27,731;46,023;5,386;4,916;0,217;08.10.2021;13:55:05
2269;223;260;50;16;13;600;3;25;15;8,033;---;27,726;45,993;5,377;4,927;0,156;08.10.2021;13:55:50
2270;223;260;50;16;13;600;3;25;15;8,035;---;27,728;46,016;5,389;4,936;0,18;08.10.2021;13:56:15
2271;223;260;50;16;13;600;3;25;15;8,034;---;27,718;46,031;5,385;4,935;0,195;08.10.2021;13:56:48
2272;223;260;50;16;13;600;3;25;15;8,033;---;27,702;45,952;5,379;4,92;0,182;08.10.2021;13:57:32
2273;224;260;50;16;14;600;5;75;20;8,01;Fehler;27,478;45,893;5,226;;0,665;08.10.2021;13:59:33
2274;224;260;50;16;14;600;5;75;20;8,022;---;27,569;46,014;5,268;4,764;0,215;08.10.2021;14:00:16
2275;224;260;50;16;14;600;5;75;20;8,018;---;27,568;46,002;5,335;4,778;0,251;08.10.2021;14:00:55
2276;224;260;50;16;14;600;5;75;20;8,015;---;27,51;46,004;5,31;4,779;0,228;08.10.2021;14:01:36
2277;224;260;50;16;14;600;5;75;20;8,013;---;27,459;46,01;5,256;4,778;0,198;08.10.2021;14:02:15
2278;224;260;50;16;14;600;5;75;20;8,014;---;27,45;46,012;5,239;4,772;0,187;08.10.2021;14:02:56
2279;224;260;50;16;14;600;5;75;20;8,011;---;27,453;45,989;5,233;4,776;0,181;08.10.2021;14:03:43
2280;224;260;50;16;14;600;5;75;20;8,009;---;27,463;46,007;5,238;4,773;0,197;08.10.2021;14:04:17
2281;224;260;50;16;14;600;5;75;20;8,01;---;27,465;46,002;5,239;4,778;0,237;08.10.2021;14:04:59
2282;224;260;50;16;14;600;5;75;20;8,007;---;27,457;46,016;5,229;4,776;0,112;08.10.2021;14:05:37
2283;225;260;50;48;13;600;5;75;15;8,01;Fehler;27,562;46,08;5,117;;0,146;08.10.2021;14:07:40
2284;225;260;50;48;13;600;5;75;15;8,027;---;27,714;46,072;5,163;4,67;0,195;08.10.2021;14:08:17
2285;225;260;50;48;13;600;5;75;15;8,021;---;27,799;46,058;5,343;4,66;0,198;08.10.2021;14:08:55
2286;225;260;50;48;13;600;5;75;15;8,023;---;27,873;46,056;5,31;4,688;0,255;08.10.2021;14:09:26
2287;225;260;50;48;13;600;5;75;15;8,019;---;27,825;46,101;5,29;4,687;0,255;08.10.2021;14:10:01
2288;225;260;50;48;13;600;5;75;15;8,019;---;27,811;46,079;5,316;4,688;0,268;08.10.2021;14:10:37
2289;225;260;50;48;13;600;5;75;15;8,017;---;27,802;46,056;5,339;4,683;0,31;08.10.2021;14:11:13
2290;225;260;50;48;13;600;5;75;15;8,016;---;27,794;46,09;5,332;4,684;0,208;08.10.2021;14:11:46
2291;225;260;50;48;13;600;5;75;15;8,016;---;27,786;46,073;5,353;4,684;0,239;08.10.2021;14:12:22
2292;225;260;50;48;13;600;5;75;15;8,019;---;27,791;46,058;5,346;4,685;0,236;08.10.2021;14:12:54
2293;226;260;50;48;13;600;5;25;15;8,024;---;27,596;46,095;5,253;3,357;0,242;08.10.2021;14:15:15
2294;226;260;50;48;13;600;5;25;15;8,031;---;27,608;46,064;5,201;4,662;0,171;08.10.2021;14:15:53
2295;226;260;50;48;13;600;5;25;15;8,024;---;27,799;46,098;5,267;4,674;0,208;08.10.2021;14:16:26
2296;226;260;50;48;13;600;5;25;15;8,022;---;27,882;46,079;5,33;4,691;0,206;08.10.2021;14:17:01
2297;226;260;50;48;13;600;5;25;15;8,02;---;27,851;46,099;5,325;4,689;0,195;08.10.2021;14:17:36
2298;226;260;50;48;13;600;5;25;15;8,019;---;27,813;46,09;5,321;4,685;0,3;08.10.2021;14:18:13
2299;226;260;50;48;13;600;5;25;15;8,018;---;27,793;46,054;5,321;4,683;0,212;08.10.2021;14:18:53
2300;226;260;50;48;13;600;5;25;15;8,016;---;27,802;46,087;5,342;4,68;0,223;08.10.2021;14:19:20
2301;226;260;50;48;13;600;5;25;15;8,019;---;27,788;46,078;5,35;4,679;0,199;08.10.2021;14:19:57
2302;226;260;50;48;13;600;5;25;15;8,019;---;27,765;46,016;5,339;4,678;0,197;08.10.2021;14:20:53
2303;227;260;50;48;13;600;3;25;15;8,015;Fehler;27,5;46,077;5,087;;0,208;08.10.2021;14:22:52
2304;227;260;50;48;13;600;3;25;15;8,024;---;27,657;46,068;5,249;4,66;0,173;08.10.2021;14:23:27
2305;227;260;50;48;13;600;3;25;15;8,022;---;27,826;46,056;5,263;4,681;0,189;08.10.2021;14:24:00
2306;227;260;50;48;13;600;3;25;15;8,02;---;27,866;46,083;5,274;4,687;0,216;08.10.2021;14:24:33
2307;227;260;50;48;13;600;3;25;15;8,02;---;27,83;46,097;5,277;4,69;0,222;08.10.2021;14:25:06
2308;227;260;50;48;13;600;3;25;15;8,018;---;27,806;46,083;5,315;4,689;0,222;08.10.2021;14:25:37
2309;227;260;50;48;13;600;3;25;15;8,019;---;27,793;46,088;5,326;4,688;0,2;08.10.2021;14:26:10
2310;227;260;50;48;13;600;3;25;15;8,018;---;27,791;46,054;5,335;4,686;0,192;08.10.2021;14:26:44
2311;227;260;50;48;13;600;3;25;15;8,015;---;27,8;46,082;5,342;4,688;0,202;08.10.2021;14:27:19
2312;227;260;50;48;13;600;3;25;15;8,016;---;27,784;46,068;5,359;4,683;0,216;08.10.2021;14:27:49
2313;228;260;50;48;13;600;3;25;20;8,02;---;27,642;46,072;5,176;1,848;0,209;08.10.2021;14:29:51
2314;228;260;50;48;13;600;3;25;20;8,025;---;27,667;46,057;5,308;4,657;0,181;08.10.2021;14:30:29
2315;228;260;50;48;13;600;3;25;20;8,024;---;27,849;46,044;5,285;4,679;0,214;08.10.2021;14:31:27
2316;228;260;50;48;13;600;3;25;20;8,02;---;27,847;46,095;5,313;4,693;0,298;08.10.2021;14:31:50
2317;228;260;50;48;13;600;3;25;20;8,021;---;27,842;46,09;5,303;4,689;0,216;08.10.2021;14:32:25
2318;228;260;50;48;13;600;3;25;20;8,022;---;27,813;46,078;5,306;4,686;0,201;08.10.2021;14:33:09
2319;228;260;50;48;13;600;3;25;20;8,02;---;27,809;46,087;5,324;4,681;0,224;08.10.2021;14:33:39
2320;228;260;50;48;13;600;3;25;20;8,02;---;27,809;46,076;5,335;4,687;0,216;08.10.2021;14:34:17
2321;228;260;50;48;13;600;3;25;20;8,019;---;27,802;46,106;5,345;4,688;0,236;08.10.2021;14:34:56
2322;228;260;50;48;13;600;3;25;20;8,019;---;27,796;46,085;5,342;4,687;0,307;08.10.2021;14:35:33
2323;229;260;50;16;14;600;3;25;15;7,999;Fehler;27,497;45,954;5,215;;0,343;08.10.2021;14:37:56
2324;229;260;50;16;14;600;3;25;15;8,017;---;27,588;46;5,085;4,77;0,209;08.10.2021;14:38:28
2325;229;260;50;16;14;600;3;25;15;8,016;---;27,568;45,998;5,241;4,773;0,204;08.10.2021;14:39:03
2326;229;260;50;16;14;600;3;25;15;8,01;---;27,536;45,998;5,317;4,779;0,142;08.10.2021;14:39:36
2327;229;260;50;16;14;600;3;25;15;8,009;---;27,491;45,991;5,298;4,776;0,138;08.10.2021;14:40:09
2328;229;260;50;16;14;600;3;25;15;8,008;---;27,474;45,939;5,261;4,773;0,21;08.10.2021;14:40:55
2329;229;260;50;16;14;600;3;25;15;8,009;---;27,477;45,967;5,255;4,777;0,221;08.10.2021;14:41:19
2330;229;260;50;16;14;600;3;25;15;8,006;---;27,476;46,003;5,252;4,768;0,183;08.10.2021;14:41:48
2331;229;260;50;16;14;600;3;25;15;8,007;---;27,469;45,995;5,244;4,769;0,165;08.10.2021;14:42:22
2332;229;260;50;16;14;600;3;25;15;8,005;---;27,465;45,931;5,244;4,761;0,201;08.10.2021;14:43:08
2333;230;260;50;16;14;600;5;25;20;8,009;Fehler;27,483;46,028;5,207;;0,213;08.10.2021;14:52:15
2334;230;260;50;16;14;600;5;25;20;8,033;---;27,586;45,97;5,1;4,778;0,284;08.10.2021;14:53:02
2335;230;260;50;16;14;600;5;25;20;8,027;---;27,603;45,998;5,172;4,778;0,27;08.10.2021;14:53:34
2336;230;260;50;16;14;600;5;25;20;8,026;---;27,582;45,998;5,336;4,783;0,193;08.10.2021;14:54:15
2337;230;260;50;16;14;600;5;25;20;8,023;---;27,536;46,005;5,339;4,781;0,237;08.10.2021;14:54:55
2338;230;260;50;16;14;600;5;25;20;8,021;---;27,491;46,017;5,282;4,778;0,154;08.10.2021;14:55:34
2339;230;260;50;16;14;600;5;25;20;8,02;---;27,489;46,006;5,26;4,779;0,212;08.10.2021;14:56:15
2340;230;260;50;16;14;600;5;25;20;8,017;---;27,469;46,001;5,235;4,775;0,199;08.10.2021;14:57:00
2341;230;260;50;16;14;600;5;25;20;8,02;---;27,481;45,996;5,244;4,779;0,229;08.10.2021;14:57:35
2342;230;260;50;16;14;600;5;25;20;8,019;---;27,465;46,016;5,235;4,778;0,201;08.10.2021;14:58:16
2343;231;260;50;48;13;500;5;25;20;8,014;Fehler;27,56;46,077;5,164;;0,181;08.10.2021;15:00:44
2344;231;260;50;48;13;500;5;25;20;8,025;---;27,632;46,063;5,046;4,637;0,157;08.10.2021;15:01:23
2345;231;260;50;48;13;500;5;25;20;8,025;---;27,813;46,077;5,243;4,685;0,198;08.10.2021;15:02:02
2346;231;260;50;48;13;500;5;25;20;8,021;---;27,896;46,064;5,301;4,687;0,235;08.10.2021;15:02:54
2347;231;260;50;48;13;500;5;25;20;8,021;---;27,86;46,099;5,304;4,691;0,263;08.10.2021;15:03:22
2348;231;260;50;48;13;500;5;25;20;8,022;---;27,826;46,072;5,301;4,689;0,235;08.10.2021;15:04:02
2349;231;260;50;48;13;500;5;25;20;8,022;---;27,808;46,094;5,328;4,689;0,248;08.10.2021;15:04:42
2350;231;260;50;48;13;500;5;25;20;8,021;---;27,807;46,09;5,321;4,689;0,213;08.10.2021;15:05:22
2351;231;260;50;48;13;500;5;25;20;8,024;---;27,812;46,092;5,331;4,688;0,23;08.10.2021;15:06:02
2352;231;260;50;48;13;500;5;25;20;8,027;---;27,8;46,085;5,343;4,686;0,221;08.10.2021;15:06:42
2353;232;260;50;48;13;600;5;25;20;8,016;Fehler;27,526;46,085;5,177;;0,185;08.10.2021;15:08:59
2354;232;260;50;48;13;600;5;25;20;8,031;---;27,668;46,064;5,031;4,672;0,205;08.10.2021;15:09:36
2355;232;260;50;48;13;600;5;25;20;8,027;---;27,86;46,082;5,125;4,694;0,197;08.10.2021;15:10:16
2356;232;260;50;48;13;600;5;25;20;8,03;---;27,878;46,069;5,382;4,702;0,209;08.10.2021;15:10:57
2357;232;260;50;48;13;600;5;25;20;8,026;---;27,859;46,078;5,302;4,694;0,226;08.10.2021;15:11:36
2358;232;260;50;48;13;600;5;25;20;8,023;---;27,828;46,084;5,319;4,683;0,249;08.10.2021;15:12:17
2359;232;260;50;48;13;600;5;25;20;8,025;---;27,819;46,058;5,321;4,689;0,224;08.10.2021;15:12:55
2360;232;260;50;48;13;600;5;25;20;8,027;---;27,805;46,088;5,327;4,692;0,209;08.10.2021;15:13:36
2361;232;260;50;48;13;600;5;25;20;8,025;---;27,809;46,088;5,348;4,69;0,228;08.10.2021;15:14:18
2362;232;260;50;48;13;600;5;25;20;8,026;---;27,789;46,075;5,34;4,688;0,242;08.10.2021;15:15:03
2363;233;260;50;16;14;600;3;25;20;8,009;Fehler;27,488;45,999;5,193;;0,33;08.10.2021;15:17:23
2364;233;260;50;16;14;600;3;25;20;8,026;---;27,618;46,027;5,107;4,778;0,143;08.10.2021;15:18:03
2365;233;260;50;16;14;600;3;25;20;8,021;---;27,581;45,982;5,25;4,778;0,246;08.10.2021;15:18:47
2366;233;260;50;16;14;600;3;25;20;8,017;---;27,562;45,999;5,332;4,784;0,221;08.10.2021;15:19:20
2367;233;260;50;16;14;600;3;25;20;8,016;---;27,52;45,979;5,303;4,784;0,155;08.10.2021;15:19:59
2368;233;260;50;16;14;600;3;25;20;8,013;---;27,485;45,978;5,269;4,78;0,173;08.10.2021;15:20:43
2369;233;260;50;16;14;600;3;25;20;8,012;---;27,487;45,996;5,262;4,78;0,165;08.10.2021;15:21:14
2370;233;260;50;16;14;600;3;25;20;8,012;---;27,48;45,992;5,252;4,78;0,228;08.10.2021;15:21:54
2371;233;260;50;16;14;600;3;25;20;8,011;---;27,474;46,005;5,25;4,773;0,212;08.10.2021;15:22:31
2372;233;260;50;16;14;600;3;25;20;8,009;---;27,475;46,014;5,253;4,777;0,149;08.10.2021;15:23:10
2373;234;260;50;16;14;500;5;25;20;8,005;Fehler;27,507;45,999;5,18;;0,265;08.10.2021;15:25:15
2374;234;260;50;16;14;500;5;25;20;8,018;---;27,587;46,009;5,245;4,774;0,205;08.10.2021;15:25:56
2375;234;260;50;16;14;500;5;25;20;8,012;---;27,525;45,999;5,304;4,783;0,254;08.10.2021;15:27:16
2376;234;260;50;16;14;500;5;25;20;8,014;---;27,527;45,953;5,307;4,779;0,284;08.10.2021;15:27:29
2377;234;260;50;16;14;500;5;25;20;8,013;---;27,503;46,005;5,271;4,773;0,121;08.10.2021;15:27:56
2378;234;260;50;16;14;500;5;25;20;8,014;---;27,488;45,999;5,261;4,782;0,269;08.10.2021;15:28:36
2379;234;260;50;16;14;500;5;25;20;8,009;---;27,479;45,997;5,248;4,782;0,18;08.10.2021;15:29:18
2380;234;260;50;16;14;500;5;25;20;8,011;---;27,478;46,003;5,247;4,779;0,22;08.10.2021;15:29:58
2381;234;260;50;16;14;500;5;25;20;8,013;---;27,476;46,007;5,251;4,776;0,178;08.10.2021;15:30:39
2382;234;260;50;16;14;500;5;25;20;8,009;---;27,477;46,002;5,244;4,78;0,193;08.10.2021;15:31:18
2383;235;260;50;16;13;600;3;75;15;8,042;---;27,794;46,073;5,2;1,991;0,208;08.10.2021;15:33:25
2384;235;260;50;16;13;600;3;75;15;8,047;---;27,745;46,043;5,317;4,86;0,156;08.10.2021;15:34:00
