Zyklusnummer;Charge;Düsentemperatur;Werkzeugtemperatur;Einspritzgeschwindigkeit;Umschaltpunkt;Nachdruckhöhe;Nachdruckzeit;Staudruck;Kühlzeit;Gewicht;OK/N.i.O.;Durchmesser_innen;Durchmesser_außen;Stegbreite_Gelenk;Breite_Lasche;Rundheit_außen;Datum;Messzeit
297;30;250;40;16;14;500;5;25;15;7,99;---;27,323;45,999;5,11;4,698;0,168;05.10.2021;14:47:00
298;30;250;40;16;14;500;5;25;15;7,993;---;27,331;46,008;5,109;4,701;0,221;05.10.2021;14:48:00
299;30;250;40;16;14;500;5;25;15;7,991;---;27,329;46,004;5,1;4,703;0,249;05.10.2021;14:49:00
300;30;250;40;16;14;500;5;25;15;7,99;---;27,336;46,009;5,105;4,701;0,237;05.10.2021;14:49:00
301;30;250;40;16;14;500;5;25;15;7,991;---;27,341;46,013;5,105;4,701;0,181;05.10.2021;14:50:00
302;31;250;40;16;13;500;5;75;20;8,041;Fehler;27,698;46,002;0,766;;0,173;05.10.2021;14:52:00
303;31;250;40;16;13;500;5;75;20;8,026;---;27,642;45,976;5,319;4,907;0,345;05.10.2021;14:52:00
304;31;250;40;16;13;500;5;75;20;8,028;---;27,654;46,037;5,327;4,928;0,208;05.10.2021;14:53:00
305;31;250;40;16;13;500;5;75;20;8,028;---;27,63;46,047;5,331;4,915;0,196;05.10.2021;14:54:00
306;31;250;40;16;13;500;5;75;20;8,027;---;27,625;46,049;5,337;4,918;0,218;05.10.2021;14:54:00
307;31;250;40;16;13;500;5;75;20;8,027;---;27,568;45,882;5,316;4,902;0,404;05.10.2021;14:55:00
308;31;250;40;16;13;500;5;75;20;8,024;---;27,568;45,996;5,315;4,887;0,296;05.10.2021;14:55:00
309;31;250;40;16;13;500;5;75;20;8,025;---;27,597;46,027;5,324;4,909;0,148;05.10.2021;14:56:00
310;31;250;40;16;13;500;5;75;20;8,022;---;27,569;46,032;5,322;4,882;0,189;05.10.2021;14:57:00
311;31;250;40;16;13;500;5;75;20;8,024;---;27,569;45,986;5,317;4,899;0,253;05.10.2021;14:57:00
312;32;250;40;48;13;600;5;25;20;8,026;---;27,534;45,857;5,309;4,887;0,447;05.10.2021;15:00:00
313;32;250;40;48;13;600;5;25;20;8,024;---;27,571;46,094;5,204;4,539;0,206;05.10.2021;15:00:00
314;32;250;40;48;13;600;5;25;20;8,02;---;27,756;46,052;5,316;4,695;0,269;05.10.2021;15:01:00
315;32;250;40;48;13;600;5;25;20;8,019;---;27,818;46,067;5,332;4,794;0,197;05.10.2021;15:01:00
316;32;250;40;48;13;600;5;25;20;8,023;---;27,828;46,049;5,327;4,714;0,178;05.10.2021;15:02:00
317;32;250;40;48;13;600;5;25;20;8,02;---;27,794;46,062;5,355;4,701;0,265;05.10.2021;15:02:00
318;32;250;40;48;13;600;5;25;20;8,017;---;27,783;46,075;5,366;4,715;0,295;05.10.2021;15:03:00
319;32;250;40;48;13;600;5;25;20;8,017;---;27,771;46,074;5,385;4,703;0,3;05.10.2021;15:03:00
320;32;250;40;48;13;600;5;25;20;8,009;---;27,759;46,064;5,394;4,704;0,251;05.10.2021;15:04:00
321;32;250;40;48;13;600;5;25;20;8,016;---;27,752;46,067;5,389;4,709;0,273;05.10.2021;15:04:00
322;33;250;40;48;14;500;5;75;15;8,008;---;27,617;46,016;5,275;4,678;0,202;05.10.2021;15:08:00
323;33;250;40;48;14;500;5;75;15;7,995;---;27,548;46,011;5,257;4,695;0,145;05.10.2021;15:08:00
324;33;250;40;48;14;500;5;75;15;7,99;---;27,523;46,02;5,25;4,728;0,24;05.10.2021;15:09:00
325;33;250;40;48;14;500;5;75;15;7,99;---;27,524;46,032;5,243;4,739;0,205;05.10.2021;15:09:00
326;33;250;40;48;14;500;5;75;15;7,989;---;27,499;46,019;5,233;4,767;0,23;05.10.2021;15:10:00
327;33;250;40;48;14;500;5;75;15;7,987;---;27,494;46,01;5,233;4,759;0,3;05.10.2021;15:10:00
328;33;250;40;48;14;500;5;75;15;7,991;---;27,47;45,966;5,227;4,74;0,348;05.10.2021;15:11:00
329;33;250;40;48;14;500;5;75;15;7,985;---;27,469;46,009;5,222;4,758;0,297;05.10.2021;15:12:00
330;33;250;40;48;14;500;5;75;15;7,988;---;27,47;45,995;5,228;4,761;0,284;05.10.2021;15:12:00
331;33;250;40;48;14;500;5;75;15;7,989;---;27,472;46,009;5,227;4,766;0,198;05.10.2021;15:13:00
332;34;250;40;48;13;600;5;75;15;8,024;---;27,727;46,083;5,278;4,61;0,237;05.10.2021;15:15:00
333;34;250;40;48;13;600;5;75;15;8,018;---;27,784;46,07;5,387;4,7;0,199;05.10.2021;15:15:00
334;34;250;40;48;13;600;5;75;15;8,021;---;27,848;46,063;5,277;4,844;0,232;05.10.2021;15:16:00
335;34;250;40;48;13;600;5;75;15;8,016;---;27,837;46,066;5,315;4,767;0,26;05.10.2021;15:16:00
336;34;250;40;48;13;600;5;75;15;8,018;---;27,797;46,068;5,339;4,775;0,261;05.10.2021;15:17:00
337;34;250;40;48;13;600;5;75;15;8,018;---;27,761;46,032;5,363;4,734;0,248;05.10.2021;15:18:00
338;34;250;40;48;13;600;5;75;15;8,015;---;27,761;46,063;5,374;4,717;0,214;05.10.2021;15:18:00
339;34;250;40;48;13;600;5;75;15;8,016;---;27,765;46,062;5,383;4,721;0,184;05.10.2021;15:19:00
340;34;250;40;48;13;600;5;75;15;8,013;---;27,762;46,067;5,393;4,722;0,315;05.10.2021;15:19:00
341;34;250;40;48;13;600;5;75;15;8,018;---;27,742;46,008;5,392;4,702;0,331;05.10.2021;15:20:00
342;35;250;40;48;14;500;5;25;15;8,009;---;27,624;46,016;5,249;4,749;0,219;05.10.2021;15:22:00
343;35;250;40;48;14;500;5;25;15;7,994;---;27,577;46,021;5,299;4,746;0,143;05.10.2021;15:22:00
344;35;250;40;48;14;500;5;25;15;7,992;---;27,564;46,024;5,295;4,753;0,171;05.10.2021;15:23:00
345;35;250;40;48;14;500;5;25;15;7,983;---;27,523;46,013;5,26;4,729;0,266;05.10.2021;15:24:00
346;35;250;40;48;14;500;5;25;15;7,975;---;27,502;45,966;5,239;4,753;0,397;05.10.2021;15:24:00
347;35;250;40;48;14;500;5;25;15;7,979;---;27,494;45,993;5,226;4,77;0,199;05.10.2021;15:25:00
348;35;250;40;48;14;500;5;25;15;7,978;---;27,484;46,011;5,221;4,766;0,232;05.10.2021;15:25:00
349;35;250;40;48;14;500;5;25;15;0,006;---;27,485;46,022;5,218;4,772;0,171;05.10.2021;15:26:00
350;35;250;40;48;14;500;5;25;15;0,005;---;27,464;45,98;5,223;4,764;0,205;05.10.2021;15:27:00
351;35;250;40;48;14;500;5;25;15;7,985;---;27,481;46,009;5,227;4,777;0,191;05.10.2021;15:27:00
352;36;250;40;16;14;600;3;75;15;8,004;---;27,333;46,016;5,132;4,695;0,185;05.10.2021;15:29:00
353;36;250;40;16;14;600;3;75;15;7,997;---;27,338;45,995;5,149;4,698;0,241;05.10.2021;15:30:00
354;36;250;40;16;14;600;3;75;15;7,992;---;27,333;45,988;5,14;4,695;0,206;05.10.2021;15:30:00
355;36;250;40;16;14;600;3;75;15;7,99;---;27,344;46,01;5,131;4,697;0,104;05.10.2021;15:31:00
356;36;250;40;16;14;600;3;75;15;7,99;---;27,317;45,972;5,125;4,694;0,228;05.10.2021;15:32:00
357;36;250;40;16;14;600;3;75;15;7,989;---;27,335;46;5,129;4,702;0,155;05.10.2021;15:32:00
358;36;250;40;16;14;600;3;75;15;7,989;---;27,321;46,005;5,112;4,697;0,124;05.10.2021;15:33:00
359;36;250;40;16;14;600;3;75;15;7,987;---;27,329;46,001;5,107;4,698;0,225;05.10.2021;15:33:00
360;36;250;40;16;14;600;3;75;15;7,991;---;27,321;45,975;5,111;4,695;0,19;05.10.2021;15:34:00
361;36;250;40;16;14;600;3;75;15;7,99;---;27,31;45,97;5,111;4,691;0,184;05.10.2021;15:34:00
362;37;250;40;48;14;500;5;25;20;8,004;---;27,642;46,014;5,368;4,732;0,179;05.10.2021;15:37:00
363;37;250;40;48;14;500;5;25;20;0,001;---;27,577;46,01;5,338;4,739;0,169;05.10.2021;15:37:00
364;37;250;40;48;14;500;5;25;20;0,006;---;27,562;46,031;5,301;4,726;0,377;05.10.2021;15:38:00
365;37;250;40;48;14;500;5;25;20;7,988;Fehler;27,539;46,024;3,604;;0,245;05.10.2021;15:39:00
366;37;250;40;48;14;500;5;25;20;7,988;---;27,519;45,933;5,24;4,745;0,466;05.10.2021;15:39:00
367;37;250;40;48;14;500;5;25;20;0,001;---;27,507;46,022;5,227;4,769;0,21;05.10.2021;15:40:00
368;37;250;40;48;14;500;5;25;20;7,992;---;27,498;45,919;5,226;4,765;0,393;05.10.2021;15:41:00
369;37;250;40;48;14;500;5;25;20;0,001;---;27,486;46,035;5,224;4,762;0,23;05.10.2021;15:41:00
370;37;250;40;48;14;500;5;25;20;7,986;---;27,478;46,02;5,225;4,748;0,239;05.10.2021;15:42:00
371;37;250;40;48;14;500;5;25;20;0,001;---;27,478;45,991;5,223;4,783;0,294;05.10.2021;15:43:00
372;38;250;40;16;13;600;5;25;15;8,031;---;27,684;46,023;5,342;4,607;0,161;05.10.2021;15:45:00
373;38;250;40;16;13;600;5;25;15;8,017;---;27,675;46,028;5,373;4,838;0,188;05.10.2021;15:45:00
374;38;250;40;16;13;600;5;25;15;8,023;---;27,664;46,03;5,374;4,858;0,263;05.10.2021;15:46:00
375;38;250;40;16;13;600;5;25;15;8,019;---;27,625;46,015;5,322;4,874;0,257;05.10.2021;15:47:00
376;38;250;40;16;13;600;5;25;15;8,02;Fehler;27,577;46,023;1,044;;0,25;05.10.2021;15:47:00
377;38;250;40;16;13;600;5;25;15;8,02;---;27,562;45,93;5,291;4,859;0,441;05.10.2021;15:48:00
378;38;250;40;16;13;600;5;25;15;8,02;---;27,568;46,018;5,288;4,86;0,264;05.10.2021;15:48:00
379;38;250;40;16;13;600;5;25;15;8,015;---;27,511;46,027;5,266;4,826;0,223;05.10.2021;15:49:00
380;38;250;40;16;13;600;5;25;15;8,018;---;27,52;46,015;5,278;4,842;0,217;05.10.2021;15:50:00
381;38;250;40;16;13;600;5;25;15;8,015;---;27,546;46,016;5,298;4,854;0,225;05.10.2021;15:50:00
382;39;250;40;48;14;500;3;25;20;8,003;---;27,633;46,001;5,283;4,757;0,298;05.10.2021;15:52:00
383;39;250;40;48;14;500;3;25;20;7,991;---;27,58;46,02;5,3;4,753;0,215;05.10.2021;15:53:00
384;39;250;40;48;14;500;3;25;20;7,985;---;27,545;46,017;5,273;4,768;0,314;05.10.2021;15:54:00
385;39;250;40;48;14;500;3;25;20;7,986;---;27,521;46,015;5,25;4,71;0,272;05.10.2021;15:54:00
386;39;250;40;48;14;500;3;25;20;7,986;---;27,504;45,987;5,239;4,751;0,279;05.10.2021;15:55:00
387;39;250;40;48;14;500;3;25;20;7,984;---;27,495;45,899;5,22;4,769;0,65;05.10.2021;15:56:00
388;39;250;40;48;14;500;3;25;20;7,983;---;27,478;46,022;5,228;4,765;0,231;05.10.2021;15:56:00
389;39;250;40;48;14;500;3;25;20;7,985;---;27,481;46,009;5,228;4,77;0,336;05.10.2021;15:57:00
390;39;250;40;48;14;500;3;25;20;7,984;---;27,467;46,016;5,223;4,761;0,263;05.10.2021;15:57:00
391;39;250;40;48;14;500;3;25;20;7,983;---;27,468;46,022;5,221;4,76;0,227;05.10.2021;15:58:00
392;40;250;40;48;14;500;5;75;20;8,004;---;27,592;46,022;5,262;4,705;0,228;05.10.2021;16:00:00
393;40;250;40;48;14;500;5;75;20;7,986;---;27,566;46,017;5,26;4,764;0,206;05.10.2021;16:01:00
394;40;250;40;48;14;500;5;75;20;7,992;---;27,54;46,018;5,262;4,757;0,253;05.10.2021;16:01:00
395;40;250;40;48;14;500;5;75;20;7,986;---;27,528;46,027;5,234;4,783;0,224;05.10.2021;16:02:00
396;40;250;40;48;14;500;5;75;20;7,989;---;27,507;45,922;5,235;4,748;0,429;05.10.2021;16:03:00
397;40;250;40;48;14;500;5;75;20;7,988;---;27,502;46,013;5,235;4,758;0,239;05.10.2021;16:03:00
398;40;250;40;48;14;500;5;75;20;0;---;27,483;45,997;5,23;4,753;0,255;05.10.2021;16:04:00
399;40;250;40;48;14;500;5;75;20;7,989;---;27,492;46,013;5,227;4,754;0,27;05.10.2021;16:05:00
400;40;250;40;48;14;500;5;75;20;7,993;---;27,491;46,043;5,228;4,756;0,225;05.10.2021;16:05:00
401;40;250;40;48;14;500;5;75;20;7,99;---;27,499;46,027;5,232;4,737;0,2;05.10.2021;16:06:00
402;41;250;40;16;13;500;5;25;15;8,043;---;27,704;46,051;5,345;4,897;0,174;05.10.2021;16:08:00
403;41;250;40;16;13;500;5;25;15;8,025;---;27,638;46,037;5,315;4,875;0,224;05.10.2021;16:09:00
404;41;250;40;16;13;500;5;25;15;8,021;---;27,611;45,954;5,309;4,877;0,415;05.10.2021;16:10:00
405;41;250;40;16;13;500;5;25;15;8,022;---;27,605;46,017;5,316;4,891;0,249;05.10.2021;16:10:00
406;41;250;40;16;13;500;5;25;15;8,02;---;27,59;46,014;5,317;4,889;0,228;05.10.2021;16:11:00
407;41;250;40;16;13;500;5;25;15;8,024;---;27,583;46,031;5,308;4,883;0,2;05.10.2021;16:11:00
408;41;250;40;16;13;500;5;25;15;8,023;---;27,568;46,019;5,303;4,868;0,22;05.10.2021;16:12:00
409;41;250;40;16;13;500;5;25;15;8,02;---;27,545;46,001;5,293;4,86;0,187;05.10.2021;16:13:00
410;41;250;40;16;13;500;5;25;15;8,02;---;27,545;46,012;5,291;4,857;0,248;05.10.2021;16:13:00
411;41;250;40;16;13;500;5;25;15;8,017;---;27,536;46,015;5,292;4,854;0,182;05.10.2021;16:14:00
412;42;250;40;48;14;600;5;25;20;7,967;Fehler;27,432;46,035;5,324;;0,272;05.10.2021;16:16:00
413;42;250;40;48;14;600;5;25;20;7,992;---;27,619;46,01;5,085;4,735;0,133;05.10.2021;16:17:00
414;42;250;40;48;14;600;5;25;20;7,992;---;27,599;46,002;5,381;4,77;0,178;05.10.2021;16:17:00
415;42;250;40;48;14;600;5;25;20;7,99;---;27,544;46,028;5,343;4,76;0,188;05.10.2021;16:18:00
416;42;250;40;48;14;600;5;25;20;7,99;---;27,517;46,013;5,294;4,767;0,282;05.10.2021;16:19:00
417;42;250;40;48;14;600;5;25;20;7,99;---;27,492;46,001;5,263;4,77;0,273;05.10.2021;16:19:00
418;42;250;40;48;14;600;5;25;20;7,991;---;27,487;45,999;5,24;4,77;0,299;05.10.2021;16:20:00
419;42;250;40;48;14;600;5;25;20;7,991;---;27,473;46,017;5,236;4,767;0,262;05.10.2021;16:21:00
420;42;250;40;48;14;600;5;25;20;7,99;---;27,481;45,942;5,232;4,77;0,367;05.10.2021;16:21:00
421;42;250;40;48;14;600;5;25;20;7,988;---;27,473;46,013;5,232;4,759;0,308;05.10.2021;16:22:00
422;43;250;40;16;14;500;5;75;15;7,991;---;27,303;46,009;5,126;4,685;0,177;05.10.2021;16:24:00
423;43;250;40;16;14;500;5;75;15;7,99;---;27,309;46,019;5,11;4,684;0,135;05.10.2021;16:25:00
424;43;250;40;16;14;500;5;75;15;7,99;---;27,328;45,992;5,125;4,691;0,186;05.10.2021;16:26:00
425;43;250;40;16;14;500;5;75;15;7,989;---;27,325;46,005;5,114;4,693;0,166;05.10.2021;16:26:00
426;43;250;40;16;14;500;5;75;15;7,99;---;27,314;46,004;5,112;4,692;0,206;05.10.2021;16:27:00
427;43;250;40;16;14;500;5;75;15;7,99;---;27,311;45,96;5,116;4,694;0,239;05.10.2021;16:27:00
428;43;250;40;16;14;500;5;75;15;7,988;---;27,309;45,984;5,098;4,693;0,194;05.10.2021;16:28:00
429;43;250;40;16;14;500;5;75;15;7,987;---;27,28;46,004;5,092;4,69;0,137;05.10.2021;16:29:00
430;43;250;40;16;14;500;5;75;15;7,988;---;27,293;46,002;5,098;4,691;0,204;05.10.2021;16:29:00
431;43;250;40;16;14;500;5;75;15;7,986;---;27,281;45,96;5,095;4,689;0,237;05.10.2021;16:30:00
432;44;250;40;16;13;500;3;75;20;8,027;---;27,671;46,03;5,308;4,719;0,253;05.10.2021;16:32:00
433;44;250;40;16;13;500;3;75;20;8,013;---;27,608;46,028;5,307;4,809;0,18;05.10.2021;16:33:00
434;44;250;40;16;13;500;3;75;20;8,02;---;27,677;46,04;5,332;4,858;0,175;05.10.2021;16:34:00
435;44;250;40;16;13;500;3;75;20;8,021;---;27,65;45,957;5,322;4,872;0,412;05.10.2021;16:34:00
436;44;250;40;16;13;500;3;75;20;8,023;---;27,633;45,963;5,316;4,887;0,425;05.10.2021;16:35:00
437;44;250;40;16;13;500;3;75;20;8,022;---;27,622;46,044;5,324;4,885;0,193;05.10.2021;16:36:00
438;44;250;40;16;13;500;3;75;20;8,019;---;27,591;46,04;5,313;4,862;0,179;05.10.2021;16:36:00
439;44;250;40;16;13;500;3;75;20;8,021;---;27,582;46,017;5,313;4,865;0,284;05.10.2021;16:37:00
440;44;250;40;16;13;500;3;75;20;8,022;---;27,596;46,002;5,317;4,881;0,292;05.10.2021;16:38:00
441;44;250;40;16;13;500;3;75;20;8,023;---;27,563;46,013;5,294;4,853;0,273;05.10.2021;16:38:00
442;45;250;40;48;13;600;3;75;15;8,029;---;27,747;46,083;5,263;4,687;0,232;05.10.2021;16:41:00
443;45;250;40;48;13;600;3;75;15;8,017;---;27,824;46,074;5,269;4,701;0,231;05.10.2021;16:41:00
444;45;250;40;48;13;600;3;75;15;8,018;---;27,812;46,072;5,321;4,8;0,164;05.10.2021;16:42:00
445;45;250;40;48;13;600;3;75;15;8,016;---;27,79;46,071;5,345;4,771;0,277;05.10.2021;16:42:00
446;45;250;40;48;13;600;3;75;15;8,015;---;27,778;46,067;5,37;4,842;0,162;05.10.2021;16:43:00
447;45;250;40;48;13;600;3;75;15;8,014;---;27,762;46,008;5,378;4,748;0,316;05.10.2021;16:43:00
448;45;250;40;48;13;600;3;75;15;8,013;---;27,749;46,067;5,379;4,7;0,198;05.10.2021;16:44:00
449;45;250;40;48;13;600;3;75;15;8,013;---;27,761;46,031;5,38;4,696;0,294;05.10.2021;16:44:00
450;45;250;40;48;13;600;3;75;15;8,013;---;27,747;46,054;5,379;4,694;0,255;05.10.2021;16:45:00
451;45;250;40;48;13;600;3;75;15;8,015;---;27,75;46,05;5,39;4,699;0,248;05.10.2021;16:45:00
452;46;250;40;48;13;500;3;25;20;8,023;---;27,682;46,087;5,259;4,596;0,252;05.10.2021;16:47:00
453;46;250;40;48;13;500;3;25;20;8,019;---;27,683;46,08;5,293;4,692;0,305;05.10.2021;16:48:00
454;46;250;40;48;13;500;3;25;20;8,019;---;27,867;46,071;5,277;4,741;0,213;05.10.2021;16:49:00
455;46;250;40;48;13;500;3;25;20;8,016;---;27,848;46,067;5,291;4,716;0,215;05.10.2021;16:49:00
456;46;250;40;48;13;500;3;25;20;8,016;---;27,803;46,073;5,337;4,697;0,176;05.10.2021;16:50:00
457;46;250;40;48;13;500;3;25;20;8,014;---;27,788;46,058;5,359;4,701;0,218;05.10.2021;16:51:00
458;46;250;40;48;13;500;3;25;20;8,015;---;27,778;46,045;5,376;4,7;0,224;05.10.2021;16:51:00
459;46;250;40;48;13;500;3;25;20;8,014;---;27,766;46,046;5,378;4,704;0,182;05.10.2021;16:52:00
460;46;250;40;48;13;500;3;25;20;8,013;---;27,764;46,043;5,381;4,701;0,211;05.10.2021;16:52:00
461;46;250;40;48;13;500;3;25;20;8,014;---;27,77;46,015;5,382;4,701;0,287;05.10.2021;16:53:00
462;47;250;40;16;13;600;5;25;20;8,046;---;27,7;46,038;5,348;4,937;0,291;05.10.2021;16:56:00
463;47;250;40;16;13;600;5;25;20;8,03;---;27,666;46,043;5,315;4,885;0,295;05.10.2021;16:56:00
464;47;250;40;16;13;600;5;25;20;8,031;---;27,643;46,038;5,329;4,876;0,223;05.10.2021;16:57:00
465;47;250;40;16;13;600;5;25;20;8,027;---;27,624;46,04;5,323;4,874;0,198;05.10.2021;16:57:00
466;47;250;40;16;13;600;5;25;20;8,026;---;27,621;46,023;5,324;4,886;0,25;05.10.2021;16:58:00
467;47;250;40;16;13;600;5;25;20;8,027;---;27,612;46,037;5,336;4,886;0,274;05.10.2021;16:59:00
468;47;250;40;16;13;600;5;25;20;8,029;---;27,617;46,036;5,342;4,903;0,197;05.10.2021;16:59:00
469;47;250;40;16;13;600;5;25;20;8,028;---;27,604;46,038;5,329;4,888;0,234;05.10.2021;17:00:00
470;47;250;40;16;13;600;5;25;20;8,026;---;27,591;46,037;5,326;4,892;0,201;05.10.2021;17:01:00
471;47;250;40;16;13;600;5;25;20;8,028;---;27,587;46,034;5,324;4,881;0,246;05.10.2021;17:01:00
472;48;250;40;48;14;600;5;75;20;8,007;---;27,558;46,025;5,251;4,624;0,263;05.10.2021;17:03:00
473;48;250;40;48;14;600;5;75;20;8,001;---;27,674;46,024;5,373;4,777;0,247;05.10.2021;17:04:00
474;48;250;40;48;14;600;5;75;20;7,992;---;27,62;45,999;5,332;4,75;0,236;05.10.2021;17:05:00
475;48;250;40;48;14;600;5;75;20;7,994;---;27,572;46,032;5,301;4,735;0,286;05.10.2021;17:05:00
476;48;250;40;48;14;600;5;75;20;7,992;---;27,556;46,04;5,287;4,72;0,262;05.10.2021;17:06:00
477;48;250;40;48;14;600;5;75;20;7,994;---;27,526;46,025;5,25;4,774;0,195;05.10.2021;17:07:00
478;48;250;40;48;14;600;5;75;20;7,989;---;27,519;46,014;5,253;4,756;0,258;05.10.2021;17:07:00
479;48;250;40;48;14;600;5;75;20;7,991;---;27,515;46,01;5,243;4,774;0,234;05.10.2021;17:08:00
480;48;250;40;48;14;600;5;75;20;7,99;---;27,51;46,009;5,243;4,763;0,19;05.10.2021;17:09:00
481;48;250;40;48;14;600;5;75;20;7,989;---;27,498;46,031;5,236;4,772;0,169;05.10.2021;17:09:00
482;49;250;40;16;13;600;3;75;20;8,044;---;27,735;46,023;5,344;4,819;0,365;05.10.2021;17:12:00
